gene,category,rationale,exclude_recommended,in_5K_reference,gene_id,full_name,location,cell_type,cellchat_pathway,detection_pct_0041435,detection_pct_0041534,det_max,n_cells_0041435,n_cells_0041534,log2_detection_ratio
DTNA,,,no,True,ENSG00000134769,Dystrobrevin alpha (DTN-A) (Alpha-dystrobrevin) (Dystrophin-related protein 3),Cytoplasm;Synapse;Cell membrane,smooth muscle cell of sphincter of pupil;ciliary muscle cell;muscle precursor cell;cardiac muscle myoblast;astrocyte;Bergmann glial cell;mature astrocyte,,1.514,1.744,1.744,7025,4214,0.204
DUSP23,,,no,True,ENSG00000158716,Dual specificity protein phosphatase 23,Cytoplasm,retinal blood vessel endothelial cell;lung microvascular endothelial cell;lung endothelial cell;pancreatic acinar cell;acinar cell of salivary gland;endothelial cell of uterus;Cajal-Retzius cell;salivary gland cell;tracheobronchial serous cell;serous cell of epithelium of trachea,,5.364,2.961,5.364,24893,7156,-0.857
EBF1,,,no,True,ENSG00000164330,Transcription factor COE1 (O/E-1) (OE-1) (Early B-cell factor),Nucleus,chromaffin cell;skeletal muscle fibroblast;smooth muscle myoblast;neuron;ganglion interneuron;Purkinje cell;medium spiny neuron;connective tissue cell;preadipocyte;brown preadipocyte;fibroblast of cardiac tissue;kidney interstitial fibroblast;fat cell;white fat cell;brown fat cell;subcutaneous fat cell;adipocyte of breast;epicardial adipocyte;adipocyte of epicardial fat of left ventricle;pericyte;mesangial cell;renal interstitial pericyte;fibro/adipogenic progenitor cell;kidney interstitial cell,,1.187,1.166,1.187,5509,2818,-0.026
EBF2,,,no,True,ENSG00000221818,Transcription factor COE2 (Early B-cell factor 2) (EBF-2),Nucleus,skeletal muscle fibroblast;smooth muscle myoblast;neuron;connective tissue cell;fibroblast;fibroblast of cardiac tissue;pericyte;fibro/adipogenic progenitor cell;mural cell,,0.3,0.498,0.498,1393,1203,0.73
ECE1,,,no,True,ENSG00000117298,Endothelin-converting enzyme 1 (ECE-1),Cell membrane,epithelial cell;retinal blood vessel endothelial cell;lung endothelial cell;endocardial cell,,6.921,5.972,6.921,32120,14433,-0.213
ECRG4,,,no,True,ENSG00000119147,Augurin (Esophageal cancer-related gene 4 protein) (ECRG4),Secreted,stem cell;basal cell;endosteal cell;muscle cell;smooth muscle cell;vascular associated smooth muscle cell;enteric smooth muscle cell;bronchial smooth muscle cell;smooth muscle cell of prostate;fibroblast of lung;bronchus fibroblast of lung;chondrocyte,,0.098,0.097,0.098,455,234,-0.018
EDA,,,no,True,ENSG00000158813,Ectodysplasin-A (Ectodermal dysplasia protein) (EDA protein),Cell membrane,endothelial cell of sinusoid;endothelial cell of hepatic sinusoid;endothelial cell of pericentral hepatic sinusoid;regular atrial cardiac myocyte,EDA,0.241,0.273,0.273,1120,659,0.176
EDN1,,,no,True,ENSG00000078401,Endothelin-1 (Preproendothelin-1) (PPET1),Secreted,epithelial cell;squamous epithelial cell;blood vessel endothelial cell;vein endothelial cell;endothelial cell of umbilical vein;vasa recta descending limb cell;endothelial cell of artery;epithelial cell of uterus;epithelial cell of prostate;basal cell of prostate epithelium;endothelial cell of vascular tree;endothelial cell of uterus;cerebral cortex endothelial cell,EDN,0.465,0.245,0.465,2157,592,-0.924
EDNRA,,,no,True,ENSG00000151617,Endothelin-1 receptor (Endothelin receptor type A) (ET-A) (ETA-R) (hET-AR),Cell membrane,muscle cell;smooth muscle cell;vascular associated smooth muscle cell;smooth muscle myoblast;glutamatergic neuron;fibroblast of lung;bronchus fibroblast of lung;pericyte;mesangial cell;renal interstitial pericyte;mesenchymal cell;mural cell,EDN,0.669,0.61,0.669,3106,1474,-0.134
EDNRB,,,no,True,ENSG00000136160,Endothelin receptor type B (ET-B) (ET-BR) (Endothelin receptor non-selective type),Cell membrane,glioblast;Schwann cell precursor;neural crest cell;epithelial cell;lung endothelial cell;endothelial cell;endothelial cell of vascular tree;endocardial cell;surface ectodermal cell;melanocyte;vascular associated smooth muscle cell;tracheobronchial smooth muscle cell;astrocyte;pancreatic stellate cell;fibroblast of breast;pericyte;mural cell,EDN,0.458,0.254,0.458,2124,615,-0.847
EEF1G,,,no,True,ENSG00000254772,Elongation factor 1-gamma (EF-1-gamma) (eEF-1B gamma),,"CD34-positive, CD38-negative hematopoietic stem cell;prostate gland microvascular endothelial cell;mesothelial cell of pleura;basal cell of prostate epithelium;epithelial cell of urethra;myeloid dendritic cell;CD1c-positive myeloid dendritic cell;T cell;naive thymus-derived CD4-positive, alpha-beta T cell;CD4-positive, alpha-beta memory T cell;CD4-positive, alpha-beta memory T cell, CD45RO-positive;central memory CD4-positive, alpha-beta T cell;effector memory CD4-positive, alpha-beta T cell;naive thymus-derived CD8-positive, alpha-beta T cell;CD8-positive, alpha-beta memory T cell, CD45RO-positive;central memory CD8-positive, alpha-beta T cell;memory T cell;naive T cell;transitional stage B cell;peripheral blood mononuclear cell;erythroid progenitor cell;erythroid progenitor cell, mammalian",,88.224,77.336,88.224,409441,186912,-0.19
EFNB2,,,no,True,ENSG00000125266,Ephrin-B2 (EPH-related receptor tyrosine kinase ligand 5) (LERK-5) (HTK ligand) (HTK-L),Cell membrane,vasa recta ascending limb cell;endothelial cell of artery;kidney capillary endothelial cell;glomerular capillary endothelial cell;epithelial cell of thymus;cortical thymic epithelial cell;gut endothelial cell;endocardial cell;forebrain radial glial cell,EPHB,1.363,1.28,1.363,6327,3094,-0.091
EGFL6,,,no,True,ENSG00000198759,Epidermal growth factor-like protein 6 (EGF-like protein 6) (MAM and EGF domains-containing gene protein),Secreted,muscle cell;smooth muscle cell;vascular associated smooth muscle cell;tracheobronchial smooth muscle cell;bronchial smooth muscle cell;pericyte;mural cell,,0.17,0.161,0.17,787,390,-0.072
EGFL7,,,no,True,ENSG00000172889,Epidermal growth factor-like protein 7 (EGF-like protein 7) (Multiple epidermal growth factor-like domains protein 7) (Multiple EGF-like domains protein 7) (NOTCH4-like protein) (Vascular endothelial statin) (VE-statin) (Zneu1),Secreted,"hematopoietic stem cell;CD34-positive, CD38-negative hematopoietic stem cell;epithelial cell;endothelial tip cell;endothelial cell of artery;glomerular capillary endothelial cell;capillary endothelial cell;lung microvascular endothelial cell;lung endothelial cell;pancreatic A cell;glomerular endothelial cell;endothelial cell;gut endothelial cell;endothelial cell of vascular tree;endothelial cell of sinusoid;endothelial cell of uterus;cerebral cortex endothelial cell",,2.424,2.953,2.953,11250,7136,0.285
EGLN3,,,no,True,ENSG00000129521,Prolyl hydroxylase EGLN3,Nucleus,epithelial cell;lung endothelial cell;endothelial cell;endothelial cell of vascular tree;melanocyte of skin,,0.342,0.345,0.345,1588,835,0.014
EIF4A1,,,no,True,ENSG00000161960,Eukaryotic initiation factor 4A-I (eIF-4A-I) (eIF4A-I),,"CD34-positive, CD38-negative hematopoietic stem cell;myoepithelial cell;myoepithelial cell of mammary gland;prostate gland microvascular endothelial cell;basal cell of prostate epithelium;epithelial cell of urethra;myeloid dendritic cell;CD1c-positive myeloid dendritic cell;myeloid leukocyte;T-helper 17 cell;erythroid progenitor cell;erythroid progenitor cell, mammalian;proerythroblast;fibroblast of mammary gland;fibroblast of connective tissue of nonglandular part of prostate;fibroblast of connective tissue of glandular part of prostate",,20.511,17.62,20.511,95191,42585,-0.219
EIF4EBP1,,,no,True,ENSG00000187840,Eukaryotic translation initiation factor 4E-binding protein 1 (4E-BP1) (eIF4E-binding protein 1) (Phosphorylated heat- and acid-stable protein regulated by insulin 1) (PHAS-I),,endothelial cell of umbilical vein;osteoclast,,2.207,1.418,2.207,10242,3427,-0.638
ELK3,,,no,True,ENSG00000111145,ETS domain-containing protein Elk-3 (ETS-related protein ERP) (ETS-related protein NET) (Serum response factor accessory protein 2) (SAP-2) (SRF accessory protein 2),Nucleus,epithelial cell;squamous epithelial cell;blood vessel endothelial cell;endothelial tip cell;vein endothelial cell;retinal blood vessel endothelial cell;capillary endothelial cell;lung endothelial cell;endothelial cell;gut endothelial cell;endothelial cell of vascular tree;endothelial cell of lymphatic vessel;dermis microvascular lymphatic vessel endothelial cell;endothelial cell of uterus;surface ectodermal cell;fibroblast of breast,,1.238,1.383,1.383,5746,3342,0.159
ELN,,,no,True,ENSG00000049540,Elastin (Tropoelastin),Secreted,interstitial cell of Cajal;endosteal cell;tracheobronchial smooth muscle cell;bronchial smooth muscle cell;smooth muscle myoblast;pulmonary interstitial fibroblast;alveolar type 2 fibroblast cell;fibroblast of lung;bronchus fibroblast of lung;chondrocyte;mesenchymal cell,,0.221,0.367,0.367,1025,887,0.733
ELOC,,,no,True,ENSG00000154582,Elongin-C (EloC) (Elongin 15 kDa subunit) (RNA polymerase II transcription factor SIII subunit C) (SIII p15) (Transcription elongation factor B polypeptide 1),Nucleus,prostate gland microvascular endothelial cell;mesothelial cell of pleura,,1.153,0.947,1.153,5353,2288,-0.285
EMP1,,,no,True,ENSG00000134531,Epithelial membrane protein 1 (EMP-1) (CL-20) (Protein B4B) (Tumor-associated membrane protein),Membrane,epithelial cell of lacrimal sac;prostate gland microvascular endothelial cell;corneal epithelial cell;conjunctival epithelial cell;tendon cell,,0.746,0.788,0.788,3464,1905,0.079
EMX2,,,no,True,ENSG00000170370,Homeobox protein EMX2 (Empty spiracles homolog 2) (Empty spiracles-like protein 2),Nucleus,taste receptor cell;granulosa cell;kidney loop of Henle thin ascending limb epithelial cell;ovarian surface epithelial cell;sperm;uterine smooth muscle cell;neuron;Cajal-Retzius cell,,0.05,0.113,0.113,230,272,1.183
ENG,,,no,True,ENSG00000106991,Endoglin (CD antigen CD105),Cell membrane,squamous epithelial cell;blood vessel endothelial cell;endothelial tip cell;vein endothelial cell;vasa recta ascending limb cell;vasa recta descending limb cell;retinal blood vessel endothelial cell;endothelial cell of artery;kidney capillary endothelial cell;glomerular capillary endothelial cell;capillary endothelial cell;lung microvascular endothelial cell;lung endothelial cell;fenestrated cell;glomerular endothelial cell;endothelial cell;endothelial cell of vascular tree;endothelial cell of sinusoid;endothelial cell of hepatic sinusoid;endothelial cell of pericentral hepatic sinusoid;endothelial cell of uterus;cardiac endothelial cell;endocardial cell;cerebral cortex endothelial cell;Leydig cell;follicular dendritic cell,,2.556,1.817,2.556,11863,4391,-0.493
ENPP2,,,no,True,ENSG00000136960,Ectonucleotide pyrophosphatase/phosphodiesterase family member 2 (E-NPP 2),Secreted,choroid plexus epithelial cell;non-pigmented ciliary epithelial cell;prostate gland microvascular endothelial cell;type B pancreatic cell;pancreatic epsilon cell;endothelial cell of uterus;retinal pigment epithelial cell;neuron associated cell;glial cell;macroglial cell;oligodendrocyte,,2.716,1.694,2.716,12607,4093,-0.682
ENTPD1,,,no,True,ENSG00000138185,Ectonucleoside triphosphate diphosphohydrolase 1 (NTPDase 1),Membrane,endothelial tip cell;central nervous system macrophage;microglial cell;mononuclear phagocyte;Langerhans cell,CD39,3.203,2.605,3.203,14864,6295,-0.298
EPAS1,,,no,True,ENSG00000116016,Endothelial PAS domain-containing protein 1 (EPAS-1) (Basic-helix-loop-helix-PAS protein MOP2) (Class E basic helix-loop-helix protein 73) (bHLHe73) (HIF-1-alpha-like factor) (HLF) (Hypoxia-inducible factor 2-alpha) (HIF-2-alpha) (HIF2-alpha) (Member of PAS protein 2) (PAS domain-containing protein 2),Nucleus,respiratory basal cell;basal cell of epithelium of trachea;epithelial cell;vasa recta ascending limb cell;vasa recta descending limb cell;retinal blood vessel endothelial cell;endothelial cell of artery;kidney capillary endothelial cell;glomerular capillary endothelial cell;capillary endothelial cell;lung microvascular endothelial cell;lung endothelial cell;fenestrated cell;glomerular endothelial cell;endothelial cell;endothelial cell of vascular tree;trophoblast giant cell,,7.368,7.387,7.387,34195,17853,0.004
ERG,,,no,True,ENSG00000157554,Transcriptional regulator ERG (Transforming protein ERG),Nucleus,corneal endothelial cell;kidney capillary endothelial cell;endothelial cell;endothelial cell of vascular tree;endothelial cell of sinusoid;cardiac endothelial cell;late pro-B cell;glutamatergic neuron;renal interstitial pericyte;kidney interstitial cell,,0.64,0.58,0.64,2972,1401,-0.144
ESM1,,,no,True,ENSG00000164283,Endothelial cell-specific molecule 1 (ESM-1),Secreted,squamous epithelial cell;blood vessel endothelial cell;vein endothelial cell;endothelial cell of umbilical vein;vasa recta ascending limb cell;kidney capillary endothelial cell;glomerular capillary endothelial cell;capillary endothelial cell;prostate gland microvascular endothelial cell;type B pancreatic cell;fenestrated cell;glomerular endothelial cell;endothelial cell;endothelial cell of vascular tree,,0.082,0.146,0.146,379,352,0.835
ESR1,,,no,True,ENSG00000091831,Estrogen receptor (ER) (ER-alpha) (Estradiol receptor) (Nuclear receptor subfamily 3 group A member 1),Nucleus;Cytoplasm;Cell membrane,hepatocyte;periportal region hepatocyte;midzonal region hepatocyte;centrilobular region hepatocyte;endothelial cell of hepatic sinusoid;endothelial cell of pericentral hepatic sinusoid;neuron;hepatic stellate cell;kidney interstitial fibroblast;kidney interstitial cell,DHEA;Estradiol,0.525,0.493,0.525,2435,1191,-0.09
ETS1,,,no,True,ENSG00000134954,Protein C-ets-1 (p54),Nucleus,"prostate gland microvascular endothelial cell;lung endothelial cell;endothelial cell;endothelial cell of vascular tree;surface ectodermal cell;CD4-positive, CD25-positive, alpha-beta regulatory T cell;naive regulatory T cell;memory regulatory T cell;activated CD4-positive, alpha-beta T cell, human;effector memory CD4-positive, alpha-beta T cell;effector CD4-positive, alpha-beta T cell;CD8-positive, alpha-beta cytotoxic T cell;naive thymus-derived CD8-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell, human;CD8-positive, alpha-beta cytokine secreting effector T cell;effector memory CD8-positive, alpha-beta T cell, terminally differentiated;mature NK T cell;type I NK T cell;regulatory T cell;naive T cell;DN3 thymocyte;DN4 thymocyte;immature natural killer cell;DN1 thymic pro-T cell",,11.402,7.083,11.402,52917,17119,-0.687
F2R,,,no,True,ENSG00000181104,Proteinase-activated receptor 1 (PAR-1) (Coagulation factor II receptor) (Thrombin receptor),Cell membrane,endothelial tip cell;endothelial cell of umbilical vein;endocardial cell;pancreatic stellate cell,PARs;KLK;PROCR,1.01,1.152,1.152,4686,2784,0.19
F2RL3,,,no,True,ENSG00000127533,Proteinase-activated receptor 4 (PAR-4) (Coagulation factor II receptor-like 3) (Thrombin receptor-like 3),Cell membrane,squamous epithelial cell;blood vessel endothelial cell;vein endothelial cell;capillary endothelial cell;fenestrated cell;glomerular endothelial cell;endothelial cell;endothelial cell of vascular tree;endothelial cell of lymphatic vessel,PARs,0.114,0.123,0.123,529,297,0.108
F8,,,no,True,ENSG00000185010,Coagulation factor VIII (Antihemophilic factor) (AHF) (Procoagulant component),Secreted,squamous epithelial cell;blood vessel endothelial cell;endothelial cell of artery;kidney capillary endothelial cell;glomerular capillary endothelial cell;capillary endothelial cell;lung microvascular endothelial cell;lung endothelial cell;fenestrated cell;glomerular endothelial cell;endothelial cell;endothelial cell of vascular tree;endothelial cell of lymphatic vessel;endothelial cell of sinusoid;endothelial cell of hepatic sinusoid;endothelial cell of pericentral hepatic sinusoid;cardiac endothelial cell,,0.25,0.174,0.25,1160,421,-0.521
FABP7,,,no,True,ENSG00000164434,"Fatty acid-binding protein, brain (Brain lipid-binding protein) (BLBP) (Brain-type fatty acid-binding protein) (B-FABP) (Fatty acid-binding protein 7) (Mammary-derived growth inhibitor related)",Cytoplasm,cerebral cortex endothelial cell;microglial cell;radial glial cell;Mueller cell;forebrain radial glial cell;cortical interneuron;cerebral cortex GABAergic interneuron;inhibitory interneuron;Cajal-Retzius cell;glutamatergic neuron;neural progenitor cell,,0.169,0.19,0.19,782,458,0.169
FAM107A,,,no,True,ENSG00000168309,Actin-associated protein FAM107A (Down-regulated in renal cell carcinoma 1) (Protein TU3A),Nucleus,vasa recta descending limb cell;endothelial cell of artery;capillary endothelial cell;lung microvascular endothelial cell;lung endothelial cell;acinar cell of salivary gland;forebrain radial glial cell,,4.95,1.931,4.95,22971,4666,-1.358
FAT1,,,no,True,ENSG00000083857,Protocadherin Fat 1 (Cadherin family member 7) (Cadherin-related tumor suppressor homolog) (Protein fat homolog),Nucleus,kidney glomerular epithelial cell;parietal epithelial cell;preosteoblast;muscle cell;smooth muscle cell,,1.109,0.891,1.109,5146,2154,-0.315
FBLN2,,,no,True,ENSG00000163520,Fibulin-2 (FIBL-2),Secreted,mesenchymal stem cell;endothelial cell of artery;endocardial cell;endosteal cell;skeletal muscle fibroblast;decidual cell;connective tissue cell;fibroblast;keratocyte;reticular cell;brown preadipocyte;skin fibroblast;tendon cell;adventitial cell,,0.716,1.295,1.295,3325,3131,0.855
FCN2,,,no,True,ENSG00000160339,Ficolin-2 (37 kDa elastin-binding protein) (Collagen/fibrinogen domain-containing protein 2) (EBP-37) (Ficolin-B) (Ficolin-beta) (Hucolin) (L-ficolin) (Serum lectin p35),Secreted,endothelial cell of sinusoid;endothelial cell of hepatic sinusoid;endothelial cell of pericentral hepatic sinusoid,,0.037,0.056,0.056,173,135,0.583
FENDRR,,,no,True,ENSG00000268388,,,mesodermal cell;smooth muscle cell;enteric smooth muscle cell;mesenchymal cell,,0.084,0.132,0.132,390,320,0.656
FGF10,,,no,True,ENSG00000070193,Fibroblast growth factor 10 (FGF-10) (Keratinocyte growth factor 2),Secreted,corneal endothelial cell;endosteal cell;neuron,FGF,0.074,0.126,0.126,342,305,0.776
FGF7,,,no,True,ENSG00000140285,Fibroblast growth factor 7 (FGF-7) (Heparin-binding growth factor 7) (HBGF-7) (Keratinocyte growth factor),Secreted,enteric smooth muscle cell;connective tissue cell;fibroblast;alveolar type 2 fibroblast cell;fibroblast of lung;bronchus fibroblast of lung;fibroblast of mammary gland;fibroblast of connective tissue of glandular part of prostate;fibroblast of breast;myofibroblast cell,FGF,0.616,1.129,1.129,2858,2728,0.874
FGFR2,,,no,True,ENSG00000066468,Fibroblast growth factor receptor 2 (FGFR-2),Cell membrane,basal cell of epidermis;choroid plexus epithelial cell;cholangiocyte;intrahepatic cholangiocyte;pigmented epithelial cell;non-pigmented ciliary epithelial cell;lens epithelial cell;anterior lens cell;lens fiber cell;secondary lens fiber;smooth muscle cell of sphincter of pupil;ciliary muscle cell;Bergmann glial cell;lung secretory cell,FGF,2.539,2.231,2.539,11785,5393,-0.187
FHL1,,,no,True,ENSG00000022267,Four and a half LIM domains protein 1 (FHL-1) (Skeletal muscle LIM-protein 1) (SLIM) (SLIM-1),Nucleus;Cytoplasm,muscle cell;slow muscle cell;fast muscle cell;smooth muscle cell;enteric smooth muscle cell;smooth muscle fiber of ileum;myometrial cell;tracheobronchial smooth muscle cell;bronchial smooth muscle cell;connective tissue cell;fibroblast;pulmonary interstitial fibroblast;fibroblast of lung;bronchus fibroblast of lung;adipocyte of breast,,0.531,0.489,0.531,2463,1183,-0.117
FHL3,,,no,True,ENSG00000183386,Four and a half LIM domains protein 3 (FHL-3) (Skeletal muscle LIM-protein 2) (SLIM-2),Nucleus,slow muscle cell;fast muscle cell;enteric smooth muscle cell,,1.642,1.726,1.726,7620,4171,0.072
FILIP1L,,,no,True,ENSG00000168386,Filamin A-interacting protein 1-like (130 kDa GPBP-interacting protein) (90 kDa GPBP-interacting protein) (Protein down-regulated in ovarian cancer 1) (DOC-1),Cytoplasm,muscle cell;skeletal muscle fiber;smooth muscle cell,,0.977,0.616,0.977,4535,1488,-0.666
FLI1,,,no,True,ENSG00000151702,Friend leukemia integration 1 transcription factor (Proto-oncogene Fli-1) (Transcription factor ERGB),Nucleus,cardiac endothelial cell;late pro-B cell;immature innate lymphoid cell,,1.885,1.735,1.885,8748,4193,-0.12
FLNC,,,no,True,ENSG00000128591,Filamin-C (FLN-C) (FLNc) (ABP-280-like protein) (ABP-L) (Actin-binding-like protein) (Filamin-2) (Gamma-filamin),Cytoplasm,slow muscle cell;smooth muscle cell of prostate,,0.108,0.158,0.158,499,381,0.552
FLT4,,,no,True,ENSG00000037280,Vascular endothelial growth factor receptor 3 (VEGFR-3),Cell membrane,endothelial cell of lymphatic vessel;surface ectodermal cell,,0.918,0.574,0.918,4262,1388,-0.677
FOXC1,,,no,True,ENSG00000054598,Forkhead box protein C1 (Forkhead-related protein FKHL7) (Forkhead-related transcription factor 3) (FREAC-3),Nucleus,basal cell of epithelium of bronchus;retinal blood vessel endothelial cell;acinar cell of salivary gland;basal epithelial cell of tracheobronchial tree;endocardial cell;cerebral cortex endothelial cell;salivary gland cell;tracheobronchial serous cell,,0.965,1.276,1.276,4480,3083,0.402
FOXC2,,,no,True,ENSG00000176692,Forkhead box protein C2 (Forkhead-related protein FKHL14) (Mesenchyme fork head protein 1) (MFH-1 protein) (Transcription factor FKH-14),Nucleus,endothelial cell of lymphatic vessel;vascular associated smooth muscle cell;smooth muscle cell of prostate,,0.07,0.1,0.1,324,242,0.52
FOXF1,,,no,True,ENSG00000103241,Forkhead box protein F1 (Forkhead-related activator 1) (FREAC-1) (Forkhead-related protein FKHL5) (Forkhead-related transcription factor 1),Nucleus,interstitial cell of Cajal;mesodermal cell;smooth muscle cell;enteric smooth muscle cell;tracheobronchial smooth muscle cell;fibroblast of lung;fibroblast of connective tissue of glandular part of prostate;myofibroblast cell;mesenchymal cell,,0.069,0.112,0.112,322,270,0.687
FOXO1,,,no,True,ENSG00000150907,Forkhead box protein O1 (Forkhead box protein O1A) (Forkhead in rhabdomyosarcoma),Cytoplasm,renal beta-intercalated cell;endothelial cell of pericentral hepatic sinusoid;skeletal muscle fiber;cell of skeletal muscle;fat cell;white fat cell;brown fat cell;subcutaneous fat cell;adipocyte of breast;epicardial adipocyte;adipocyte of epicardial fat of left ventricle,,4.399,3.376,4.399,20416,8159,-0.382
FOXP1,,,no,True,ENSG00000114861,Forkhead box protein P1 (Mac-1-regulated forkhead) (MFH),Nucleus,cholangiocyte;basal epithelial cell of prostatic duct;renal beta-intercalated cell;renal alpha-intercalated cell;luminal cell of prostate epithelium;dermis microvascular lymphatic vessel endothelial cell;mesothelial fibroblast;papillary tips cell,,3.158,2.892,3.158,14654,6989,-0.127
FRZB,,,no,True,ENSG00000162998,Secreted frizzled-related protein 3 (sFRP-3) (Frezzled) (Fritz) (Frizzled-related protein 1) (FrzB-1),Secreted,pancreatic epsilon cell;small intestine goblet cell;ileal goblet cell;cerebral cortex endothelial cell;retinal pigment epithelial cell;vascular associated smooth muscle cell;bronchial smooth muscle cell;radial glial cell;Mueller cell;chondrocyte,,0.362,0.41,0.41,1682,990,0.177
FSCN1,,,no,True,ENSG00000075618,Fascin (55 kDa actin-bundling protein) (Singed-like protein) (p55),Cytoplasm,glioblast;Schwann cell precursor;neural crest cell;Sertoli cell;endothelial tip cell;mesothelial cell;lung endothelial cell;granulosa cell;gut endothelial cell;ovarian surface epithelial cell;Hofbauer cell;immature Schwann cell;enteric neuron;peripheral nervous system neuron,,3.583,2.614,3.583,16628,6318,-0.455
FST,,,no,True,ENSG00000134363,Follistatin (FS) (Activin-binding protein),Secreted,stem cell;basal cell;mesodermal cell;enteric smooth muscle cell;visceromotor neuron;fibroblast of breast,,0.485,0.364,0.485,2250,879,-0.415
FSTL1,,,no,True,ENSG00000163430,Follistatin-related protein 1 (Follistatin-like protein 1),Secreted,mesenchymal stem cell;endosteal cell;muscle cell;smooth muscle cell;connective tissue cell;fibroblast;keratocyte;reticular cell;brown preadipocyte;fibroblast of lung;bronchus fibroblast of lung;chondrocyte;adventitial cell,,1.927,1.918,1.927,8942,4636,-0.006
GAS6,,,no,True,ENSG00000183087,Growth arrest-specific protein 6 (GAS-6) (AXL receptor tyrosine kinase ligand),Secreted,myoepithelial cell;myoepithelial cell of mammary gland;fenestrated cell;glomerular endothelial cell;epithelial cell of thymus;cortical thymic epithelial cell,GAS,7.586,6.313,7.586,35204,15257,-0.265
GATA4,,,no,True,ENSG00000136574,Transcription factor GATA-4 (GATA-binding factor 4),Nucleus,Sertoli cell;mesothelial cell;granulosa cell;endothelial cell of sinusoid;endothelial cell of hepatic sinusoid;endothelial cell of pericentral hepatic sinusoid;ovarian surface epithelial cell;Leydig cell;regular atrial cardiac myocyte,,0.089,0.086,0.089,413,207,-0.055
GDF15,,,no,True,ENSG00000130513,Growth/differentiation factor 15 (GDF-15) (Macrophage inhibitory cytokine 1) (MIC-1) (NSAID-activated gene 1 protein) (NAG-1) (NSAID-regulated gene 1 protein) (NRG-1) (Placental TGF-beta) (Placental bone morphogenetic protein) (Prostate differentiation factor),Secreted,endothelial cell of umbilical vein;bronchial goblet cell;urothelial cell;bladder urothelial cell;club cell;epithelial cell of urethra;trophoblast giant cell;syncytiotrophoblast cell;bladder cell,GDF,0.078,0.083,0.083,362,201,0.092
GDF7,,,no,True,ENSG00000143869,Growth/differentiation factor 7 (GDF-7),Secreted,uterine smooth muscle cell;stromal cell;stromal cell of ovary,BMP,0.103,0.125,0.125,476,302,0.285
GIMAP4,,,no,True,ENSG00000133574,GTPase IMAP family member 4 (Immunity-associated nucleotide 1 protein) (IAN-1) (hIAN1) (Immunity-associated protein 4),Cytoplasm,"endothelial tip cell;retinal blood vessel endothelial cell;endothelial cell of artery;lung microvascular endothelial cell;lung endothelial cell;endothelial cell of uterus;alpha-beta T cell;immature NK T cell;mature alpha-beta T cell;CD4-positive, CD25-positive, alpha-beta regulatory T cell;naive regulatory T cell;memory regulatory T cell;activated CD4-positive, alpha-beta T cell, human;mucosal invariant T cell;mature T cell;exhausted T cell;DN3 thymocyte;double negative T regulatory cell",,5.384,4.198,5.384,24986,10147,-0.359
GIMAP5,,,no,True,ENSG00000196329,GTPase IMAP family member 5 (Immune-associated nucleotide-binding protein 5) (Immunity-associated nucleotide 4-like 1 protein) (Immunity-associated nucleotide 5 protein) (IAN-5) (hIAN5) (Immunity-associated protein 3),Lysosome membrane,"prostate gland microvascular endothelial cell;lymphocyte;T cell;alpha-beta T cell;mature alpha-beta T cell;CD4-positive, alpha-beta T cell;T follicular helper cell;naive thymus-derived CD4-positive, alpha-beta T cell;CD4-positive, alpha-beta memory T cell;CD4-positive, alpha-beta memory T cell, CD45RO-positive;central memory CD4-positive, alpha-beta T cell;effector memory CD4-positive, alpha-beta T cell;CD4-positive, alpha-beta cytotoxic T cell;naive thymus-derived CD8-positive, alpha-beta T cell;CD8-alpha-beta-positive, alpha-beta intraepithelial T cell;mucosal invariant T cell;mature T cell;memory T cell;naive T cell;exhausted T cell;double negative T regulatory cell",,4.046,2.385,4.046,18775,5765,-0.762
GIMAP8,,,no,True,ENSG00000171115,GTPase IMAP family member 8 (Immune-associated nucleotide-binding protein 9) (IAN-9) (Protein IanT),Endoplasmic reticulum,endothelial cell of artery;capillary endothelial cell;fenestrated cell;glomerular endothelial cell;endothelial cell of lymphatic vessel;mononuclear cell;lymphocyte;T cell;alpha-beta T cell;mature alpha-beta T cell;mucosal invariant T cell;mature T cell,,1.405,1.567,1.567,6519,3787,0.158
GJA1,,,no,True,ENSG00000152661,Gap junction alpha-1 protein (Connexin-43) (Cx43) (Gap junction 43 kDa heart protein),Cell membrane,squamous epithelial cell;blood vessel endothelial cell;vein endothelial cell;vasa recta ascending limb cell;retinal blood vessel endothelial cell;prostate gland microvascular endothelial cell;keratinocyte;epidermal cell;endothelial cell of vascular tree;preosteoblast;osteoblast,GAP,1.518,1.159,1.518,7045,2801,-0.389
GJC1,,,no,True,ENSG00000182963,Gap junction gamma-1 protein (Connexin-45) (Cx45) (Gap junction alpha-7 protein),Cell membrane,pericyte;renal interstitial pericyte;mural cell,GAP,0.26,0.189,0.26,1206,457,-0.459
GLI2,,,no,True,ENSG00000074047,Zinc finger protein GLI2 (GLI family zinc finger protein 2) (Tax helper protein),Nucleus,kidney interstitial fibroblast;mesangial cell;renal interstitial pericyte;kidney interstitial cell,,0.228,0.311,0.311,1060,752,0.446
